"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[individual]"	"Sample Characteristic Ontology Term[individual]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[sampling site]"	"Sample Characteristic Ontology Term[sampling site]"	"Sample Characteristic[disease]"	"Sample Characteristic Ontology Term[disease]"	"Sample Characteristic[histology]"	"Sample Characteristic Ontology Term[histology]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"	"Factor Value[histology]"	"Factor Value Ontology Term[histology]"	"Factor Value[sampling site]"	"Factor Value Ontology Term[sampling site]"
"SRR5023460"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_08"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023461"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_09"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023462"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_12"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023463"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_13"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023464"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_16"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023465"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_17"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023466"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_18"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023467"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_20"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023468"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_21"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023469"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_22"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023470"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_23"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023471"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_25"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023472"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_26"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023473"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_27"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023474"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_28"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023475"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_29"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023476"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_30"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023477"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_31"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023478"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_32"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023479"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_33"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023480"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_34"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023481"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_35"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023482"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_36"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023483"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_37"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023484"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_38"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023485"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_39"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023486"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_40"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023487"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_41"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023488"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_42"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023489"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_43"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023490"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_44"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023491"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_45"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023492"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_46"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023493"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_47"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023494"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_48"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023495"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_49"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023496"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_50"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023497"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_52"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023498"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_53"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023499"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_55"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023500"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_57"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023501"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_59"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023502"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_60"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023503"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_61"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023504"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_62"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023505"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_63"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR5023506"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC05"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC05_64"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
